route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
9011001057900000,1,33010000125964370,,0,3
9011001057900000,1,33010000125964412,,0,3
9011001057900000,1,33010000125964539,,0,3
9011001057900000,1,33010000125964924,,0,3
9011001057900000,2,33010000125963332,,0,4
9011001057900000,2,33010000125963628,,0,3
9011001057900000,2,33010000125963670,,0,3
9011001057900000,1,33010000125964630,,0,3
9011001057900000,1,33010000125964798,,0,3
9011001057900000,1,33010000125964840,,0,3
9011001057900000,1,33010000125964882,,0,3
9011001057900000,2,33010000125965070,,0,3
9011001059300000,3,33010000120970794,,1,5
9011001059300000,4,33010000120970773,,1,5
9011001059300000,5,33010000120970838,,1,6
9011001059300000,3,33010000120970814,,1,5
9011001059300000,3,33010000120970900,,0,7
9011001059300000,3,33010000125961392,,0,8
9011001059300000,4,33010000125961372,,0,8
9011001059300000,3,33010000125961411,,0,8
9011001067700000,2,33010000116827683,,1,9
9011001067700000,1,33010000123794584,,1,10
9011001067700000,2,33010000123794805,,1,10
9011001067700000,2,33010000123796555,,1,10
9011001067700000,2,33010000125960065,,1,10
9011001067700000,2,33010000125960425,,1,10
9011001067700000,2,33010000125960497,,1,10
9011001067700000,2,33010000125961036,,1,10
9011001067700000,1,33010000125961108,,1,10
9011001067700000,1,33010000123795168,,1,10
9011001067700000,1,33010000125959615,,1,10
9011001067700000,1,33010000125959903,,1,10
9011001067700000,2,33010000125960569,,1,10
9011001067700000,1,33010000125961180,,1,10
9011001067700000,1,33010000125961252,,1,10
9011001067700000,2,33010000123794951,,1,10
9011001067700000,2,33010000123795321,,1,10
9011001067700000,1,33010000123794656,,1,10
9011001067700000,3,33010000125959321,,1,10
9011001067700000,3,33010000125959393,,1,10
9011001067700000,2,33010000125959537,,1,10
9011001067700000,1,33010000125959831,,1,10
9011001067700000,1,33010000125959975,,1,10
9011001067700000,2,33010000125960137,,1,10
9011001067700000,2,33010000125960353,,1,10
9011001067700000,2,33010000125960713,,1,10
9011001067700000,3,33010000125959465,,1,10
9011001067700000,1,33010000125959687,,1,10
9011001067700000,1,33010000125959759,,1,10
9011001067700000,2,33010000125960209,,1,10
9011001067700000,2,33010000125960281,,1,10
9011001067700000,2,33010000125960641,,1,10
9011001067700000,2,33010000125960785,,1,10
9011001067700000,2,33010000125960857,,1,10
9011001067700000,2,33010000125960891,,1,11
9011001067700000,2,33010000125960964,,1,10
9011001067700000,2,33010000049436531,,0,12
9011001067700000,2,33010000114519657,,0,13
9011001067700000,2,33010000114519870,,0,13
9011001067700000,2,33010000114520367,,0,13
9011001067700000,2,33010000114520509,,0,13
9011001067700000,2,33010000114521077,,0,13
9011001067700000,2,33010000114519728,,0,13
9011001067700000,2,33010000114519941,,0,13
9011001067700000,2,33010000114520154,,0,13
9011001067700000,2,33010000114520438,,0,13
9011001067700000,2,33010000114520651,,0,13
9011001067700000,3,33010000114520935,,0,13
9011001067700000,1,33010000114895926,,0,13
9011001067700000,1,33010000114896068,,0,13
9011001067700000,1,33010000114896139,,0,13
9011001067700000,1,33010000114896218,,0,13
9011001067700000,2,33010000114520225,,0,13
9011001067700000,2,33010000114520722,,0,13
9011001067700000,3,33010000114520793,,0,13
9011001067700000,2,33010000114521106,,0,14
9011001067700000,1,33010000116827851,,0,13
9011001067700000,1,33010000116828042,,0,13
9011001067700000,1,33010000116828211,,0,13
9011001067700000,2,33010000114519586,,0,13
9011001067700000,2,33010000114519799,,0,13
9011001067700000,2,33010000114520012,,0,13
9011001067700000,2,33010000114520083,,0,13
9011001067700000,2,33010000114520296,,0,13
9011001067700000,2,33010000114520580,,0,13
9011001067700000,3,33010000114520864,,0,13
9011001067700000,2,33010000114521006,,0,13
9011001067700000,1,33010000114895997,,0,13
9011001067700000,1,33010000114896295,,0,13
9011001067700000,1,33010000114896366,,0,13
9011001067700000,1,33010000116827925,,0,13
9011001067700000,1,33010000116828116,,0,13
9011001099500000,3,33010000114374021,,1,15
9011001099500000,3,33010000114374117,,1,15
9011001099500000,3,33010000114374341,,1,15
9011001099500000,3,33010000114374373,,1,15
9011001099500000,3,33010000114374405,,1,15
9011001099500000,3,33010000114374533,,1,15
9011001099500000,3,33010000114374565,,1,15
9011001099500000,1,33010000115198071,,1,15
9011001099500000,3,33010000115198168,,1,15
9011001099500000,3,33010000115198232,,1,15
9011001099500000,3,33010000115198296,,1,15
9011001099500000,3,33010000115198360,,1,15
9011001099500000,3,33010000116535343,,1,15
9011001099500000,2,33010000114373893,,1,15
9011001099500000,3,33010000114373989,,1,15
9011001099500000,3,33010000114374309,,1,15
9011001099500000,3,33010000114374661,,1,15
9011001099500000,5,33010000114384439,,1,15
9011001099500000,3,33010000115198136,,1,15
9011001099500000,3,33010000115198200,,1,15
9011001099500000,5,33010000115198393,,1,15
9011001099500000,3,33010000116535378,,1,15
9011001099500000,4,33010000114373457,,1,16
9011001099500000,3,33010000114373799,,1,15
9011001099500000,2,33010000114373861,,1,15
9011001099500000,3,33010000114373957,,1,15
9011001099500000,3,33010000114374053,,1,15
9011001099500000,3,33010000114374181,,1,15
9011001099500000,3,33010000114374213,,1,15
9011001099500000,3,33010000115198264,,1,15
9011001099500000,3,33010000116535311,,1,15
9011001099500000,3,33010000114373925,,1,15
9011001099500000,3,33010000114374085,,1,15
9011001099500000,3,33010000114374149,,1,15
9011001099500000,3,33010000114374245,,1,15
9011001099500000,3,33010000114374277,,1,15
9011001099500000,3,33010000114374437,,1,15
9011001099500000,3,33010000114374469,,1,15
9011001099500000,3,33010000114374501,,1,15
9011001099500000,3,33010000114374597,,1,15
9011001099500000,3,33010000114374629,,1,15
9011001099500000,1,33010000121837587,,1,17
9011001099500000,3,33010000115198103,,1,15
9011001099500000,3,33010000115198328,,1,15
9011001099500000,4,33010000116535433,,1,16
9011001099500000,3,33010000114375256,,0,18
9011001099500000,3,33010000114375320,,0,18
9011001099500000,3,33010000114375384,,0,18
9011001099500000,3,33010000114375544,,0,18
9011001099500000,3,33010000114375768,,0,18
9011001099500000,3,33010000114375896,,0,18
9011001099500000,3,33010000114375928,,0,18
9011001099500000,3,33010000114383874,,0,18
9011001099500000,3,33010000114383950,,0,18
9011001099500000,3,33010000114384142,,0,18
9011001099500000,2,33010000114375128,,0,19
9011001099500000,3,33010000114375288,,0,18
9011001099500000,3,33010000114375800,,0,18
9011001099500000,3,33010000114375832,,0,18
9011001099500000,3,33010000114375960,,0,18
9011001099500000,3,33010000114384014,,0,18
9011001099500000,3,33010000114384078,,0,18
9011001099500000,3,33010000114375088,,0,20
9011001099500000,3,33010000114375192,,0,18
9011001099500000,3,33010000114375224,,0,18
9011001099500000,3,33010000114375448,,0,18
9011001099500000,3,33010000114375576,,0,18
9011001099500000,3,33010000114375608,,0,18
9011001099500000,3,33010000114375672,,0,18
9011001099500000,3,33010000114383778,,0,18
9011001099500000,3,33010000114383842,,0,18
9011001099500000,3,33010000114383982,,0,18
9011001099500000,3,33010000114384046,,0,18
9011001099500000,3,33010000114384110,,0,18
9011001099500000,2,33010000114375108,,0,19
9011001099500000,2,33010000114375160,,0,18
9011001099500000,3,33010000114375352,,0,18
9011001099500000,3,33010000114375416,,0,18
9011001099500000,3,33010000114375480,,0,18
9011001099500000,3,33010000114375512,,0,18
9011001099500000,3,33010000114375640,,0,18
9011001099500000,3,33010000114375704,,0,18
9011001099500000,3,33010000114375736,,0,18
9011001099500000,3,33010000114375864,,0,18
9011001099500000,1,33010000114380403,,0,20
9011001099500000,3,33010000114383810,,0,18
9011001099500000,3,33010000114383906,,0,18
9011001099500000,1,33010000123896111,,0,21
9011001099600000-SL-tåg,3,33010000127521502,,1,22
9011001099600000-SL-tåg,3,33010000127521553,,1,22
9011001099600000-SL-tåg,3,33010000127521621,,1,22
9011001099600000-SL-tåg,2,33010000127521759,,1,22
9011001099600000-SL-tåg,6,33010000127521776,,1,22
9011001099600000-SL-tåg,3,33010000127521847,,1,22
9011001099600000-SL-tåg,3,33010000127521983,,1,22
9011001099600000-SL-tåg,3,33010000127522000,,1,22
9011001099600000-SL-tåg,3,33010000127522153,,1,22
9011001099600000-SL-tåg,1,33010000127522192,,1,22
9011001099600000-SL-tåg,3,33010000127521536,,1,22
9011001099600000-SL-tåg,3,33010000127521570,,1,22
9011001099600000-SL-tåg,3,33010000127521604,,1,22
9011001099600000-SL-tåg,3,33010000127521672,,1,22
9011001099600000-SL-tåg,3,33010000127521706,,1,22
9011001099600000-SL-tåg,3,33010000127521724,,1,22
9011001099600000-SL-tåg,1,33010000127521742,,1,22
9011001099600000-SL-tåg,3,33010000127521813,,1,22
9011001099600000-SL-tåg,3,33010000127521830,,1,22
9011001099600000-SL-tåg,3,33010000127521864,,1,22
9011001099600000-SL-tåg,3,33010000127521915,,1,22
9011001099600000-SL-tåg,3,33010000127521966,,1,22
9011001099600000-SL-tåg,3,33010000127522017,,1,22
9011001099600000-SL-tåg,3,33010000127522136,,1,22
9011001099600000-SL-tåg,7,33010000127522204,,1,23
9011001099600000-SL-tåg,3,33010000127521519,,1,22
9011001099600000-SL-tåg,3,33010000127521587,,1,22
9011001099600000-SL-tåg,3,33010000127521689,,1,22
9011001099600000-SL-tåg,3,33010000127521881,,1,22
9011001099600000-SL-tåg,3,33010000127521932,,1,22
9011001099600000-SL-tåg,3,33010000127521949,,1,22
9011001099600000-SL-tåg,3,33010000127522170,,1,22
9011001099600000-SL-tåg,3,33010000127521485,,1,22
9011001099600000-SL-tåg,3,33010000127521638,,1,22
9011001099600000-SL-tåg,3,33010000127521655,,1,22
9011001099600000-SL-tåg,3,33010000127521796,,1,22
9011001099600000-SL-tåg,3,33010000127521898,,1,22
9011001099600000-SL-tåg,3,33010000127522034,,1,22
9011001099600000-SL-tåg,3,33010000127522051,,1,22
9011001099600000-SL-tåg,3,33010000127522068,,1,22
9011001099600000-SL-tåg,3,33010000127522085,,1,22
9011001099600000-SL-tåg,3,33010000127522102,,1,22
9011001099600000-SL-tåg,3,33010000127522119,,1,22
9011001099600000,3,33010000049115233,,0,24
9011001099600000,3,33010000049115269,,0,24
9011001099600000,3,33010000049115287,,0,24
9011001099600000,3,33010000049115323,,0,24
9011001099600000,3,33010000049115485,,0,24
9011001099600000,3,33010000049115629,,0,24
9011001099600000,3,33010000049115647,,0,24
9011001099600000,3,33010000049115701,,0,24
9011001099600000,3,33010000049115737,,0,24
9011001099600000,3,33010000049115755,,0,24
9011001099600000,3,33010000049115863,,0,24
9011001099600000,3,33010000116535253,,0,24
9011001099600000,3,33010000049115341,,0,24
9011001099600000,3,33010000049115359,,0,24
9011001099600000,3,33010000049115413,,0,24
9011001099600000,3,33010000049115431,,0,24
9011001099600000,3,33010000049115521,,0,24
9011001099600000,3,33010000049115575,,0,24
9011001099600000,3,33010000049115593,,0,24
9011001099600000,3,33010000049115845,,0,24
9011001099600000,3,33010000049115899,,0,24
9011001099600000,5,33010000049115973,,0,24
9011001099600000,2,33010000049115215,,0,24
9011001099600000,3,33010000049115251,,0,24
9011001099600000,3,33010000049115305,,0,24
9011001099600000,3,33010000049115395,,0,24
9011001099600000,3,33010000049115449,,0,24
9011001099600000,3,33010000049115503,,0,24
9011001099600000,3,33010000049115539,,0,24
9011001099600000,3,33010000049115557,,0,24
9011001099600000,3,33010000049115611,,0,24
9011001099600000,3,33010000049115773,,0,24
9011001099600000,3,33010000049115791,,0,24
9011001099600000,3,33010000049115809,,0,24
9011001099600000,3,33010000049115377,,0,24
9011001099600000,3,33010000049115467,,0,24
9011001099600000,3,33010000049115665,,0,24
9011001099600000,3,33010000049115683,,0,24
9011001099600000,3,33010000049115719,,0,24
9011001099600000,3,33010000049115881,,0,24
9011001099600000,5,33010000116535187,,0,24
9011001099600000,5,33010000116535271,,0,24
9011003000100000,2,33010000123194519,,1,25
9011003000100000,2,33010000125950109,,1,26
9011003000100000,1,33010000123192916,,1,25
9011003000100000,1,33010000127523049,,1,27
9011003000100000,1,33010000127523092,,1,27
9011003000100000,1,33010000127523135,,1,27
9011003000100000,1,33010000127523178,,1,27
9011003000100000,1,33010000127523264,,1,27
9011003000100000,1,33010000127523351,,1,27
9011003000100000,2,33010000127523591,,1,27
9011003000100000,2,33010000127523634,,1,27
9011003000100000,2,33010000127523935,,1,27
9011003000100000,2,33010000127523978,,1,27
9011003000100000,2,33010000127524065,,1,27
9011003000100000,2,33010000127524239,,1,27
9011003000100000,2,33010000127524454,,1,27
9011003000100000,2,33010000127524540,,1,27
9011003000100000,2,33010000127524712,,1,27
9011003000100000,2,33010000127524798,,1,27
9011003000100000,2,33010000127524970,,1,27
9011003000100000,2,33010000127525056,,1,27
9011003000100000,1,33010000127525316,,1,27
9011003000100000,1,33010000127525359,,1,27
9011003000100000,1,33010000127525660,,1,27
9011003000100000,2,33010000127525993,,1,27
9011003000100000,1,33010000127526036,,1,27
9011003000100000,1,33010000127526210,,1,27
9011003000100000,1,33010000127526296,,1,27
9011003000100000,1,33010000127526339,,1,27
9011003000100000,2,33010000127526441,,1,27
9011003000100000,2,33010000127526742,,1,27
9011003000100000,2,33010000127526871,,1,27
9011003000100000,2,33010000127527175,,1,27
9011003000100000,2,33010000127527606,,1,27
9011003000100000,2,33010000127527735,,1,27
9011003000100000,2,33010000127528209,,1,27
9011003000100000,2,33010000127523677,,1,27
9011003000100000,2,33010000127523806,,1,27
9011003000100000,2,33010000127523849,,1,27
9011003000100000,2,33010000127524021,,1,27
9011003000100000,2,33010000127524152,,1,27
9011003000100000,2,33010000127524195,,1,27
9011003000100000,2,33010000127524368,,1,27
9011003000100000,2,33010000127524411,,1,27
9011003000100000,2,33010000127524497,,1,27
9011003000100000,2,33010000127524669,,1,27
9011003000100000,2,33010000127524755,,1,27
9011003000100000,2,33010000127525185,,1,27
9011003000100000,1,33010000127525402,,1,27
9011003000100000,1,33010000127525445,,1,27
9011003000100000,1,33010000127525531,,1,27
9011003000100000,1,33010000127525574,,1,27
9011003000100000,1,33010000127525746,,1,27
9011003000100000,1,33010000127525832,,1,27
9011003000100000,1,33010000127525918,,1,27
9011003000100000,1,33010000127526081,,1,27
9011003000100000,1,33010000127526124,,1,27
9011003000100000,2,33010000127526397,,1,27
9011003000100000,2,33010000127526484,,1,27
9011003000100000,2,33010000127526527,,1,27
9011003000100000,2,33010000127526613,,1,27
9011003000100000,2,33010000127526656,,1,27
9011003000100000,2,33010000127526957,,1,27
9011003000100000,2,33010000127527043,,1,27
9011003000100000,2,33010000127527348,,1,27
9011003000100000,2,33010000127527391,,1,27
9011003000100000,2,33010000127527649,,1,27
9011003000100000,2,33010000127527692,,1,27
9011003000100000,2,33010000127527864,,1,27
9011003000100000,2,33010000127527907,,1,27
9011003000100000,2,33010000127527950,,1,27
9011003000100000,2,33010000127527993,,1,27
9011003000100000,2,33010000127528166,,1,27
9011003000100000,8,33010000129187794,,1,28
9011003000100000,8,33010000129187882,,1,28
9011003000100000,8,33010000129188321,,1,28
9011003000100000,8,33010000129188881,,1,28
9011003000100000,8,33010000129189189,,1,28
9011003000100000,8,33010000129189321,,1,28
9011003000100000,8,33010000129189541,,1,28
9011003000100000,8,33010000129189936,,1,28
9011003000100000,8,33010000129190022,,1,28
9011003000100000,8,33010000129190538,,1,28
9011003000100000,8,33010000129190581,,1,28
9011003000100000,9,33010000129190663,,1,29
9011003000100000,9,33010000129190888,,1,28
9011003000100000,9,33010000129190976,,1,28
9011003000100000,9,33010000129191328,,1,28
9011003000100000,9,33010000129191633,,1,28
9011003000100000,9,33010000129191810,,1,28
9011003000100000,8,33010000129192075,,1,28
9011003000100000,8,33010000129192207,,1,28
9011003000100000,8,33010000129192471,,1,28
9011003000100000,8,33010000129192649,,1,28
9011003000100000,8,33010000129192693,,1,28
9011003000100000,9,33010000129192870,,1,28
9011003000100000,9,33010000129192914,,1,28
9011003000100000,9,33010000129193222,,1,28
9011003000100000,9,33010000129193311,,1,28
9011003000100000,8,33010000129187926,,1,28
9011003000100000,8,33010000129187970,,1,28
9011003000100000,8,33010000129188145,,1,28
9011003000100000,8,33010000129188277,,1,28
9011003000100000,8,33010000129188365,,1,28
9011003000100000,8,33010000129188573,,1,28
9011003000100000,8,33010000129188617,,1,28
9011003000100000,8,33010000129188661,,1,28
9011003000100000,8,33010000129188705,,1,28
9011003000100000,8,33010000129188749,,1,28
9011003000100000,8,33010000129188837,,1,28
9011003000100000,8,33010000129188969,,1,28
9011003000100000,8,33010000129189101,,1,28
9011003000100000,8,33010000129189233,,1,28
9011003000100000,8,33010000129189365,,1,28
9011003000100000,8,33010000129189673,,1,28
9011003000100000,8,33010000129189716,,1,28
9011003000100000,8,33010000129189761,,1,28
9011003000100000,8,33010000129189849,,1,28
9011003000100000,8,33010000129189893,,1,28
9011003000100000,8,33010000129190495,,1,28
9011003000100000,9,33010000129191020,,1,28
9011003000100000,9,33010000129191108,,1,28
9011003000100000,9,33010000129191240,,1,28
9011003000100000,9,33010000129191416,,1,28
9011003000100000,9,33010000129191504,,1,28
9011003000100000,9,33010000129191547,,1,28
9011003000100000,9,33010000129191833,,1,30
9011003000100000,8,33010000129191898,,1,29
9011003000100000,8,33010000129191987,,1,28
9011003000100000,8,33010000129192163,,1,28
9011003000100000,8,33010000129192251,,1,28
9011003000100000,8,33010000129192559,,1,28
9011003000100000,8,33010000129192604,,1,28
9011003000100000,9,33010000129193046,,1,28
9011003000100000,9,33010000129193266,,1,28
9011003000100000,2,33010000127522918,,1,27
9011003000100000,1,33010000127523006,,1,27
9011003000100000,1,33010000127523460,,1,27
9011003000100000,2,33010000127523505,,1,27
9011003000100000,2,33010000127523548,,1,27
9011003000100000,2,33010000127524108,,1,27
9011003000100000,2,33010000127524282,,1,27
9011003000100000,2,33010000127524583,,1,27
9011003000100000,2,33010000127524927,,1,27
9011003000100000,2,33010000127525013,,1,27
9011003000100000,2,33010000127525099,,1,27
9011003000100000,2,33010000127525142,,1,27
9011003000100000,1,33010000127525488,,1,27
9011003000100000,1,33010000127525617,,1,27
9011003000100000,1,33010000127525875,,1,27
9011003000100000,1,33010000127526253,,1,27
9011003000100000,2,33010000127526570,,1,27
9011003000100000,2,33010000127526785,,1,27
9011003000100000,2,33010000127526828,,1,27
9011003000100000,2,33010000127527000,,1,27
9011003000100000,2,33010000127527434,,1,27
9011003000100000,2,33010000127527778,,1,27
9011003000100000,2,33010000127528079,,1,27
9011003000100000,8,33010000129187838,,1,28
9011003000100000,8,33010000129188233,,1,28
9011003000100000,8,33010000129189277,,1,28
9011003000100000,8,33010000129189409,,1,28
9011003000100000,8,33010000129189453,,1,28
9011003000100000,8,33010000129189497,,1,28
9011003000100000,8,33010000129189585,,1,28
9011003000100000,8,33010000129189629,,1,28
9011003000100000,8,33010000129189805,,1,28
9011003000100000,8,33010000129190108,,1,28
9011003000100000,8,33010000129190409,,1,28
9011003000100000,8,33010000129190452,,1,28
9011003000100000,8,33010000129190624,,1,28
9011003000100000,9,33010000129190800,,1,28
9011003000100000,9,33010000129190844,,1,28
9011003000100000,9,33010000129190932,,1,28
9011003000100000,9,33010000129191064,,1,28
9011003000100000,9,33010000129191284,,1,28
9011003000100000,9,33010000129191372,,1,28
9011003000100000,9,33010000129191460,,1,28
9011003000100000,9,33010000129191764,,1,28
9011003000100000,9,33010000129191855,,1,30
9011003000100000,8,33010000129192031,,1,28
9011003000100000,8,33010000129192295,,1,28
9011003000100000,8,33010000129192339,,1,28
9011003000100000,8,33010000129192383,,1,28
9011003000100000,8,33010000129192427,,1,28
9011003000100000,8,33010000129192515,,1,28
9011003000100000,8,33010000129192738,,1,28
9011003000100000,8,33010000129192782,,1,28
9011003000100000,9,33010000129192826,,1,28
9011003000100000,9,33010000129192958,,1,28
9011003000100000,1,33010000127522963,,1,27
9011003000100000,1,33010000127523221,,1,27
9011003000100000,1,33010000127523307,,1,27
9011003000100000,1,33010000127523415,,1,27
9011003000100000,2,33010000127523720,,1,27
9011003000100000,2,33010000127523763,,1,27
9011003000100000,2,33010000127523892,,1,27
9011003000100000,2,33010000127524325,,1,27
9011003000100000,2,33010000127524626,,1,27
9011003000100000,2,33010000127524841,,1,27
9011003000100000,2,33010000127524884,,1,27
9011003000100000,1,33010000127525228,,1,27
9011003000100000,1,33010000127525273,,1,27
9011003000100000,1,33010000127525703,,1,27
9011003000100000,1,33010000127525789,,1,27
9011003000100000,1,33010000127526167,,1,27
9011003000100000,2,33010000127526699,,1,27
9011003000100000,2,33010000127526914,,1,27
9011003000100000,2,33010000127527087,,1,27
9011003000100000,2,33010000127527131,,1,27
9011003000100000,2,33010000127527218,,1,27
9011003000100000,2,33010000127527262,,1,27
9011003000100000,2,33010000127527305,,1,27
9011003000100000,2,33010000127527477,,1,27
9011003000100000,2,33010000127527520,,1,27
9011003000100000,2,33010000127527563,,1,27
9011003000100000,2,33010000127527821,,1,27
9011003000100000,2,33010000127528036,,1,27
9011003000100000,2,33010000127528122,,1,27
9011003000100000,8,33010000129188013,,1,28
9011003000100000,8,33010000129188057,,1,28
9011003000100000,8,33010000129188101,,1,28
9011003000100000,8,33010000129188189,,1,28
9011003000100000,8,33010000129188397,,1,31
9011003000100000,8,33010000129188441,,1,28
9011003000100000,8,33010000129188484,,1,28
9011003000100000,8,33010000129188528,,1,28
9011003000100000,8,33010000129188793,,1,28
9011003000100000,8,33010000129188925,,1,28
9011003000100000,8,33010000129189013,,1,28
9011003000100000,8,33010000129189057,,1,28
9011003000100000,8,33010000129189145,,1,28
9011003000100000,8,33010000129189979,,1,28
9011003000100000,8,33010000129190065,,1,28
9011003000100000,8,33010000129190151,,1,28
9011003000100000,8,33010000129190194,,1,28
9011003000100000,8,33010000129190237,,1,28
9011003000100000,8,33010000129190280,,1,28
9011003000100000,8,33010000129190323,,1,28
9011003000100000,8,33010000129190366,,1,28
9011003000100000,9,33010000129190710,,1,28
9011003000100000,9,33010000129190756,,1,28
9011003000100000,9,33010000129191152,,1,28
9011003000100000,9,33010000129191196,,1,28
9011003000100000,9,33010000129191590,,1,28
9011003000100000,9,33010000129191676,,1,28
9011003000100000,8,33010000129191943,,1,28
9011003000100000,8,33010000129192119,,1,28
9011003000100000,9,33010000129193002,,1,28
9011003000100000,9,33010000129193090,,1,28
9011003000100000,9,33010000129193134,,1,28
9011003000100000,9,33010000129193178,,1,28
9011003000100000,2,33010000127717497,,0,32
9011003000100000,2,33010000127717841,,0,32
9011003000100000,2,33010000127718013,,0,32
9011003000100000,2,33010000127718099,,0,32
9011003000100000,2,33010000127718229,,0,32
9011003000100000,2,33010000127718445,,0,32
9011003000100000,2,33010000127718574,,0,32
9011003000100000,2,33010000127718617,,0,32
9011003000100000,2,33010000127718660,,0,32
9011003000100000,2,33010000127719133,,0,32
9011003000100000,2,33010000127719219,,0,32
9011003000100000,2,33010000127719262,,0,32
9011003000100000,2,33010000127719434,,0,32
9011003000100000,2,33010000127719563,,0,32
9011003000100000,2,33010000127719606,,0,32
9011003000100000,2,33010000127719649,,0,32
9011003000100000,2,33010000127719735,,0,32
9011003000100000,2,33010000127719907,,0,32
9011003000100000,2,33010000127720122,,0,32
9011003000100000,2,33010000127720165,,0,32
9011003000100000,2,33010000127720208,,0,32
9011003000100000,2,33010000127720382,,0,32
9011003000100000,2,33010000127720425,,0,32
9011003000100000,2,33010000127720468,,0,32
9011003000100000,2,33010000127720683,,0,32
9011003000100000,2,33010000127721030,,0,32
9011003000100000,1,33010000127721074,,0,32
9011003000100000,1,33010000127721160,,0,32
9011003000100000,1,33010000127721289,,0,32
9011003000100000,1,33010000127721332,,0,32
9011003000100000,1,33010000127721375,,0,32
9011003000100000,1,33010000127721504,,0,32
9011003000100000,1,33010000127721547,,0,32
9011003000100000,1,33010000127721704,,0,32
9011003000100000,1,33010000127721747,,0,32
9011003000100000,1,33010000127721929,,0,32
9011003000100000,1,33010000127722101,,0,32
9011003000100000,1,33010000127722332,,0,32
9011003000100000,1,33010000127722375,,0,32
9011003000100000,1,33010000127722604,,0,32
9011003000100000,1,33010000127722648,,0,32
9011003000100000,2,33010000127717454,,0,33
9011003000100000,2,33010000127717583,,0,32
9011003000100000,2,33010000127717755,,0,32
9011003000100000,2,33010000127717927,,0,32
9011003000100000,2,33010000127718402,,0,32
9011003000100000,2,33010000127718789,,0,32
9011003000100000,2,33010000127718832,,0,32
9011003000100000,2,33010000127719004,,0,32
9011003000100000,2,33010000127719047,,0,32
9011003000100000,2,33010000127719176,,0,32
9011003000100000,2,33010000127719348,,0,32
9011003000100000,2,33010000127719821,,0,32
9011003000100000,2,33010000127719864,,0,32
9011003000100000,2,33010000127719950,,0,32
9011003000100000,2,33010000127719993,,0,32
9011003000100000,2,33010000127720295,,0,32
9011003000100000,2,33010000127720339,,0,32
9011003000100000,2,33010000127720640,,0,32
9011003000100000,2,33010000127720812,,0,32
9011003000100000,1,33010000127721203,,0,32
