service_id,date,exception_type
15,20200223,1
15,20200224,1
15,20200225,1
15,20200226,1
15,20200227,1
15,20200228,1
15,20200229,1
15,20200301,1
15,20200302,1
15,20200303,1
15,20200304,1
15,20200305,1
15,20200306,1
15,20200307,1
15,20200308,1
15,20200309,1
15,20200310,1
15,20200311,1
15,20200312,1
15,20200313,1
15,20200314,1
15,20200315,1
15,20200316,1
15,20200317,1
15,20200318,1
15,20200319,1
15,20200320,1
15,20200321,1
15,20200322,1
15,20200323,1
15,20200324,1
15,20200325,1
15,20200326,1
15,20200327,1
15,20200328,1
15,20200329,1
15,20200330,1
15,20200331,1
15,20200401,1
15,20200402,1
15,20200403,1
15,20200404,1
15,20200405,1
15,20200406,1
15,20200407,1
15,20200408,1
15,20200409,1
15,20200410,1
15,20200411,1
15,20200412,1
15,20200413,1
15,20200414,1
15,20200415,1
15,20200416,1
15,20200417,1
15,20200418,1
15,20200419,1
15,20200420,1
15,20200421,1
15,20200422,1
15,20200423,1
15,20200424,1
15,20200425,1
15,20200426,1
15,20200427,1
15,20200428,1
15,20200429,1
15,20200430,1
15,20200501,1
15,20200502,1
15,20200503,1
15,20200504,1
15,20200505,1
15,20200506,1
15,20200507,1
15,20200508,1
15,20200509,1
15,20200510,1
15,20200511,1
15,20200512,1
15,20200513,1
15,20200514,1
15,20200515,1
15,20200516,1
15,20200517,1
15,20200518,1
15,20200519,1
15,20200520,1
15,20200521,1
15,20200522,1
15,20200523,1
15,20200524,1
15,20200525,1
15,20200526,1
15,20200527,1
15,20200528,1
15,20200529,1
15,20200530,1
15,20200531,1
15,20200601,1
15,20200602,1
15,20200603,1
15,20200604,1
15,20200605,1
15,20200606,1
15,20200607,1
15,20200608,1
15,20200609,1
15,20200610,1
15,20200611,1
15,20200612,1
15,20200613,1
15,20200614,1
16,20191128,1
16,20191201,1
16,20191202,1
16,20191203,1
16,20191204,1
16,20191205,1
16,20191208,1
16,20191209,1
16,20191210,1
16,20191211,1
16,20191212,1
16,20191215,1
16,20191222,1
16,20191224,1
16,20191226,1
16,20191229,1
16,20200101,1
16,20200106,1
16,20200112,1
16,20200119,1
16,20200126,1
16,20200202,1
16,20200209,1
16,20200216,1
16,20200223,1
16,20200301,1
16,20200308,1
16,20200315,1
16,20200322,1
16,20200329,1
16,20200405,1
16,20200419,1
16,20200426,1
16,20200503,1
16,20200510,1
16,20200517,1
16,20200524,1
16,20200531,1
16,20200606,1
16,20200607,1
16,20200614,1
17,20191215,1
17,20191221,1
17,20191222,1
17,20191224,1
17,20191226,1
17,20191228,1
17,20191229,1
17,20191231,1
17,20200101,1
17,20200104,1
17,20200105,1
17,20200106,1
17,20200111,1
17,20200112,1
17,20200118,1
17,20200119,1
17,20200125,1
17,20200126,1
17,20200201,1
17,20200202,1
17,20200208,1
17,20200209,1
17,20200215,1
17,20200216,1
17,20200222,1
17,20200223,1
17,20200229,1
17,20200301,1
17,20200307,1
17,20200308,1
17,20200314,1
17,20200315,1
17,20200321,1
17,20200322,1
17,20200328,1
17,20200329,1
17,20200404,1
17,20200405,1
17,20200411,1
17,20200412,1
17,20200418,1
17,20200419,1
17,20200425,1
17,20200426,1
17,20200502,1
17,20200503,1
17,20200509,1
17,20200510,1
17,20200516,1
17,20200517,1
17,20200523,1
17,20200524,1
17,20200530,1
17,20200531,1
17,20200606,1
17,20200607,1
17,20200613,1
17,20200614,1
18,20191216,1
18,20191217,1
18,20191218,1
18,20191219,1
18,20191223,1
18,20191230,1
18,20200102,1
18,20200107,1
18,20200108,1
18,20200109,1
18,20200113,1
18,20200114,1
18,20200115,1
18,20200116,1
18,20200120,1
18,20200121,1
18,20200122,1
18,20200123,1
18,20200127,1
18,20200128,1
18,20200129,1
18,20200130,1
18,20200203,1
18,20200204,1
18,20200205,1
18,20200206,1
18,20200210,1
18,20200211,1
18,20200212,1
18,20200213,1
18,20200217,1
18,20200218,1
18,20200219,1
18,20200220,1
18,20200224,1
18,20200225,1
18,20200226,1
18,20200227,1
18,20200302,1
18,20200303,1
18,20200304,1
18,20200305,1
18,20200309,1
18,20200310,1
18,20200311,1
18,20200312,1
18,20200316,1
18,20200317,1
18,20200318,1
18,20200319,1
18,20200323,1
18,20200324,1
18,20200325,1
18,20200326,1
18,20200330,1
18,20200331,1
18,20200401,1
18,20200402,1
18,20200406,1
18,20200407,1
18,20200408,1
18,20200413,1
18,20200414,1
18,20200415,1
18,20200416,1
18,20200420,1
18,20200421,1
18,20200422,1
18,20200423,1
18,20200427,1
18,20200428,1
18,20200504,1
18,20200505,1
18,20200506,1
18,20200507,1
18,20200511,1
18,20200512,1
18,20200513,1
18,20200514,1
18,20200518,1
18,20200519,1
18,20200521,1
18,20200525,1
18,20200526,1
18,20200527,1
18,20200528,1
18,20200601,1
18,20200602,1
18,20200603,1
18,20200604,1
18,20200608,1
18,20200609,1
18,20200610,1
18,20200611,1
19,20191215,1
19,20191216,1
19,20191217,1
19,20191218,1
19,20191219,1
19,20191222,1
19,20191223,1
19,20191224,1
19,20191226,1
19,20191229,1
19,20191230,1
19,20200101,1
19,20200102,1
19,20200106,1
19,20200107,1
19,20200108,1
19,20200109,1
19,20200112,1
19,20200113,1
19,20200114,1
19,20200115,1
19,20200116,1
19,20200119,1
19,20200120,1
19,20200121,1
19,20200122,1
19,20200123,1
19,20200126,1
19,20200127,1
19,20200128,1
19,20200129,1
19,20200130,1
19,20200202,1
19,20200203,1
19,20200204,1
19,20200205,1
19,20200206,1
19,20200209,1
19,20200210,1
19,20200211,1
19,20200212,1
19,20200213,1
19,20200216,1
19,20200217,1
19,20200218,1
19,20200219,1
19,20200220,1
19,20200223,1
19,20200224,1
19,20200225,1
19,20200226,1
19,20200227,1
19,20200301,1
19,20200302,1
19,20200303,1
19,20200304,1
19,20200305,1
19,20200308,1
19,20200309,1
19,20200310,1
19,20200311,1
19,20200312,1
19,20200315,1
19,20200316,1
19,20200317,1
19,20200318,1
19,20200319,1
19,20200322,1
19,20200323,1
19,20200324,1
19,20200325,1
19,20200326,1
19,20200329,1
19,20200330,1
19,20200331,1
19,20200401,1
19,20200402,1
19,20200405,1
19,20200406,1
19,20200407,1
19,20200408,1
19,20200413,1
19,20200414,1
19,20200415,1
19,20200416,1
19,20200419,1
19,20200420,1
19,20200421,1
19,20200422,1
19,20200423,1
19,20200426,1
19,20200427,1
19,20200428,1
19,20200503,1
19,20200504,1
19,20200505,1
19,20200506,1
19,20200507,1
19,20200510,1
19,20200511,1
19,20200512,1
19,20200513,1
19,20200514,1
19,20200517,1
19,20200518,1
19,20200519,1
19,20200521,1
19,20200524,1
19,20200525,1
19,20200526,1
19,20200527,1
19,20200528,1
19,20200531,1
19,20200601,1
19,20200602,1
19,20200603,1
19,20200604,1
19,20200606,1
19,20200607,1
19,20200608,1
19,20200609,1
19,20200610,1
19,20200611,1
19,20200614,1
20,20191220,1
20,20191221,1
20,20191225,1
20,20191227,1
20,20191228,1
20,20191231,1
20,20200103,1
20,20200104,1
20,20200105,1
20,20200110,1
20,20200111,1
20,20200117,1
20,20200118,1
20,20200124,1
20,20200125,1
20,20200131,1
20,20200201,1
20,20200207,1
20,20200208,1
20,20200214,1
20,20200215,1
20,20200221,1
20,20200222,1
20,20200228,1
20,20200229,1
20,20200306,1
20,20200307,1
20,20200313,1
20,20200314,1
20,20200320,1
20,20200321,1
20,20200327,1
20,20200328,1
20,20200403,1
20,20200404,1
20,20200409,1
20,20200410,1
20,20200411,1
20,20200412,1
20,20200413,1
20,20200417,1
20,20200418,1
20,20200424,1
20,20200425,1
20,20200429,1
20,20200430,1
20,20200501,1
20,20200502,1
20,20200508,1
20,20200509,1
20,20200515,1
20,20200516,1
20,20200520,1
20,20200521,1
20,20200522,1
20,20200523,1
20,20200529,1
20,20200530,1
20,20200605,1
20,20200606,1
20,20200612,1
20,20200613,1
21,20191130,1
21,20191201,1
21,20191207,1
21,20191208,1
21,20191214,1
21,20191215,1
21,20191221,1
21,20191222,1
21,20191224,1
21,20191225,1
21,20191226,1
21,20191228,1
21,20191229,1
21,20191231,1
21,20200101,1
21,20200104,1
21,20200105,1
21,20200106,1
21,20200111,1
21,20200112,1
21,20200118,1
21,20200119,1
21,20200125,1
21,20200126,1
21,20200201,1
21,20200202,1
21,20200208,1
21,20200209,1
21,20200215,1
21,20200216,1
21,20200222,1
21,20200223,1
21,20200229,1
21,20200301,1
21,20200307,1
21,20200308,1
21,20200314,1
21,20200315,1
21,20200321,1
21,20200322,1
21,20200328,1
21,20200329,1
21,20200404,1
21,20200405,1
21,20200411,1
21,20200412,1
21,20200418,1
21,20200419,1
21,20200425,1
21,20200426,1
21,20200502,1
21,20200503,1
21,20200509,1
21,20200510,1
21,20200516,1
21,20200517,1
21,20200523,1
21,20200524,1
21,20200530,1
21,20200531,1
21,20200606,1
21,20200607,1
21,20200613,1
21,20200614,1
22,20191128,1
22,20191201,1
22,20191202,1
22,20191203,1
22,20191204,1
22,20191205,1
22,20191208,1
22,20191209,1
22,20191210,1
22,20191211,1
22,20191212,1
22,20191216,1
22,20191217,1
22,20191218,1
22,20191219,1
22,20191223,1
22,20191230,1
22,20200102,1
22,20200107,1
22,20200108,1
22,20200109,1
22,20200113,1
22,20200114,1
22,20200115,1
22,20200116,1
22,20200120,1
22,20200121,1
22,20200122,1
22,20200123,1
22,20200127,1
22,20200128,1
22,20200129,1
22,20200130,1
22,20200203,1
22,20200204,1
22,20200205,1
22,20200206,1
22,20200210,1
22,20200211,1
22,20200212,1
22,20200213,1
22,20200217,1
22,20200218,1
22,20200219,1
22,20200220,1
22,20200224,1
22,20200225,1
22,20200226,1
22,20200227,1
22,20200302,1
22,20200303,1
22,20200304,1
22,20200305,1
22,20200309,1
22,20200310,1
22,20200311,1
22,20200312,1
22,20200316,1
22,20200317,1
22,20200318,1
22,20200319,1
22,20200323,1
22,20200324,1
22,20200325,1
22,20200326,1
22,20200330,1
22,20200331,1
22,20200401,1
22,20200402,1
22,20200406,1
22,20200407,1
22,20200408,1
22,20200413,1
22,20200414,1
22,20200415,1
22,20200416,1
22,20200420,1
22,20200421,1
22,20200422,1
22,20200423,1
22,20200427,1
22,20200428,1
22,20200504,1
22,20200505,1
22,20200506,1
22,20200507,1
22,20200511,1
22,20200512,1
22,20200513,1
22,20200514,1
22,20200518,1
22,20200519,1
22,20200521,1
22,20200525,1
22,20200526,1
22,20200527,1
22,20200528,1
22,20200601,1
22,20200602,1
22,20200603,1
22,20200604,1
22,20200608,1
22,20200609,1
22,20200610,1
22,20200611,1
23,20191215,1
23,20191222,1
23,20191224,1
23,20191226,1
23,20191229,1
23,20200101,1
23,20200106,1
23,20200112,1
23,20200119,1
23,20200126,1
23,20200202,1
23,20200209,1
23,20200216,1
23,20200223,1
23,20200301,1
23,20200308,1
23,20200315,1
23,20200322,1
23,20200329,1
23,20200405,1
23,20200419,1
23,20200426,1
23,20200503,1
23,20200510,1
23,20200517,1
23,20200524,1
23,20200531,1
23,20200606,1
23,20200607,1
23,20200614,1
24,20191128,1
24,20191202,1
24,20191203,1
24,20191204,1
24,20191205,1
24,20191209,1
24,20191210,1
24,20191211,1
24,20191212,1
24,20191216,1
24,20191217,1
24,20191218,1
24,20191219,1
24,20191223,1
24,20191230,1
24,20200102,1
24,20200107,1
24,20200108,1
24,20200109,1
24,20200113,1
24,20200114,1
24,20200115,1
24,20200116,1
24,20200120,1
24,20200121,1
24,20200122,1
24,20200123,1
24,20200127,1
24,20200128,1
24,20200129,1
24,20200130,1
24,20200203,1
24,20200204,1
24,20200205,1
24,20200206,1
24,20200210,1
24,20200211,1
24,20200212,1
24,20200213,1
24,20200217,1
24,20200218,1
24,20200219,1
24,20200220,1
24,20200224,1
24,20200225,1
24,20200226,1
24,20200227,1
24,20200302,1
24,20200303,1
24,20200304,1
24,20200305,1
24,20200309,1
24,20200310,1
24,20200311,1
24,20200312,1
24,20200316,1
24,20200317,1
24,20200318,1
24,20200319,1
24,20200323,1
24,20200324,1
24,20200325,1
24,20200326,1
24,20200330,1
24,20200331,1
24,20200401,1
24,20200402,1
24,20200406,1
24,20200407,1
24,20200408,1
24,20200413,1
24,20200414,1
24,20200415,1
24,20200416,1
24,20200420,1
24,20200421,1
24,20200422,1
24,20200423,1
24,20200427,1
24,20200428,1
24,20200504,1
24,20200505,1
24,20200506,1
24,20200507,1
24,20200511,1
24,20200512,1
24,20200513,1
24,20200514,1
24,20200518,1
24,20200519,1
24,20200521,1
24,20200525,1
24,20200526,1
24,20200527,1
24,20200528,1
24,20200601,1
24,20200602,1
24,20200603,1
24,20200604,1
24,20200608,1
24,20200609,1
24,20200610,1
24,20200611,1
25,20191201,1
25,20191208,1
25,20191215,1
25,20191222,1
25,20191224,1
25,20191226,1
25,20191229,1
25,20200101,1
25,20200106,1
25,20200112,1
25,20200119,1
25,20200126,1
25,20200202,1
25,20200209,1
25,20200216,1
25,20200223,1
25,20200301,1
25,20200308,1
25,20200315,1
25,20200322,1
25,20200329,1
25,20200405,1
25,20200419,1
25,20200426,1
25,20200503,1
25,20200510,1
25,20200517,1
25,20200524,1
25,20200531,1
25,20200606,1
25,20200607,1
25,20200614,1
26,20191216,1
26,20191217,1
26,20191218,1
26,20191219,1
26,20191220,1
26,20191227,1
26,20200109,1
26,20200110,1
26,20200113,1
26,20200114,1
26,20200115,1
26,20200116,1
26,20200117,1
26,20200120,1
26,20200121,1
26,20200122,1
26,20200123,1
26,20200124,1
26,20200127,1
26,20200128,1
26,20200129,1
26,20200130,1
26,20200131,1
26,20200203,1
26,20200204,1
26,20200205,1
26,20200206,1
26,20200207,1
26,20200210,1
26,20200211,1
26,20200212,1
26,20200213,1
26,20200214,1
26,20200224,1
26,20200225,1
26,20200226,1
26,20200227,1
26,20200228,1
26,20200302,1
26,20200303,1
26,20200304,1
26,20200305,1
26,20200306,1
26,20200309,1
26,20200310,1
26,20200311,1
26,20200312,1
26,20200313,1
26,20200316,1
26,20200317,1
26,20200318,1
26,20200319,1
26,20200320,1
26,20200324,1
26,20200325,1
26,20200326,1
26,20200327,1
26,20200330,1
26,20200331,1
26,20200401,1
26,20200402,1
26,20200403,1
26,20200410,1
26,20200413,1
26,20200414,1
26,20200415,1
26,20200416,1
26,20200417,1
26,20200420,1
26,20200421,1
26,20200422,1
26,20200423,1
26,20200424,1
26,20200427,1
26,20200428,1
26,20200429,1
26,20200430,1
26,20200501,1
26,20200504,1
26,20200505,1
26,20200506,1
26,20200507,1
26,20200508,1
26,20200511,1
26,20200512,1
26,20200513,1
26,20200514,1
26,20200515,1
26,20200518,1
26,20200519,1
26,20200520,1
26,20200521,1
26,20200525,1
26,20200526,1
26,20200527,1
26,20200528,1
26,20200529,1
26,20200601,1
26,20200602,1
26,20200603,1
26,20200604,1
26,20200605,1
26,20200608,1
26,20200609,1
26,20200610,1
26,20200611,1
27,20191128,1
27,20191129,1
27,20191202,1
27,20191203,1
27,20191204,1
27,20191205,1
27,20191206,1
27,20191209,1
27,20191210,1
27,20191211,1
27,20191212,1
27,20191213,1
27,20191216,1
27,20191217,1
27,20191218,1
27,20191219,1
27,20191220,1
27,20191227,1
27,20200109,1
27,20200110,1
27,20200113,1
27,20200114,1
27,20200115,1
27,20200116,1
27,20200117,1
27,20200120,1
27,20200121,1
27,20200122,1
27,20200123,1
27,20200124,1
27,20200127,1
27,20200128,1
27,20200129,1
27,20200130,1
27,20200131,1
27,20200203,1
27,20200204,1
27,20200205,1
27,20200206,1
27,20200207,1
27,20200210,1
27,20200211,1
27,20200212,1
27,20200213,1
27,20200214,1
27,20200224,1
27,20200225,1
27,20200226,1
27,20200227,1
27,20200228,1
27,20200302,1
27,20200303,1
27,20200304,1
27,20200305,1
27,20200306,1
27,20200309,1
27,20200310,1
27,20200311,1
27,20200312,1
27,20200313,1
27,20200316,1
27,20200317,1
27,20200318,1
27,20200319,1
27,20200320,1
27,20200324,1
27,20200325,1
27,20200326,1
27,20200327,1
27,20200330,1
27,20200331,1
27,20200401,1
27,20200402,1
27,20200403,1
27,20200410,1
27,20200413,1
27,20200414,1
27,20200415,1
27,20200416,1
27,20200417,1
27,20200420,1
27,20200421,1
27,20200422,1
27,20200423,1
27,20200424,1
27,20200427,1
27,20200428,1
27,20200429,1
27,20200430,1
27,20200501,1
27,20200504,1
27,20200505,1
27,20200506,1
27,20200507,1
27,20200508,1
27,20200511,1
27,20200512,1
27,20200513,1
27,20200514,1
27,20200515,1
27,20200518,1
27,20200519,1
27,20200520,1
27,20200521,1
27,20200525,1
27,20200526,1
27,20200527,1
27,20200528,1
27,20200529,1
27,20200601,1
27,20200602,1
27,20200603,1
27,20200604,1
27,20200605,1
27,20200608,1
27,20200609,1
27,20200610,1
27,20200611,1
28,20191128,1
28,20191129,1
28,20191202,1
28,20191203,1
28,20191204,1
28,20191205,1
28,20191206,1
28,20191209,1
28,20191210,1
28,20191211,1
28,20191212,1
28,20191213,1
28,20191215,1
28,20191221,1
28,20191222,1
28,20191224,1
28,20191225,1
28,20191226,1
28,20191228,1
28,20191229,1
28,20191231,1
28,20200101,1
28,20200104,1
28,20200105,1
28,20200106,1
28,20200111,1
28,20200112,1
28,20200118,1
28,20200119,1
28,20200125,1
28,20200126,1
28,20200201,1
28,20200202,1
28,20200208,1
28,20200209,1
28,20200215,1
28,20200216,1
28,20200222,1
28,20200223,1
28,20200229,1
28,20200301,1
28,20200307,1
28,20200308,1
28,20200314,1
28,20200315,1
28,20200321,1
28,20200322,1
28,20200328,1
28,20200329,1
28,20200404,1
28,20200405,1
28,20200411,1
28,20200412,1
28,20200418,1
28,20200419,1
28,20200425,1
28,20200426,1
28,20200502,1
28,20200503,1
28,20200509,1
28,20200510,1
28,20200516,1
28,20200517,1
28,20200523,1
28,20200524,1
28,20200530,1
28,20200531,1
28,20200606,1
28,20200607,1
28,20200613,1
28,20200614,1
29,20191128,1
29,20191129,1
29,20191130,1
29,20191201,1
29,20191202,1
29,20191203,1
29,20191204,1
29,20191205,1
29,20191206,1
29,20191207,1
29,20191208,1
29,20191209,1
29,20191210,1
29,20191211,1
29,20191212,1
29,20191213,1
29,20191214,1
29,20191215,1
29,20191216,1
29,20191217,1
29,20191218,1
29,20191219,1
29,20191220,1
29,20191221,1
29,20191222,1
29,20191223,1
29,20191224,1
29,20191225,1
29,20191226,1
29,20191227,1
29,20191228,1
29,20191229,1
29,20191230,1
29,20191231,1
29,20200101,1
29,20200102,1
29,20200103,1
29,20200104,1
29,20200105,1
29,20200106,1
29,20200107,1
29,20200108,1
29,20200109,1
29,20200110,1
29,20200111,1
29,20200112,1
29,20200113,1
29,20200114,1
29,20200115,1
29,20200116,1
29,20200117,1
29,20200118,1
29,20200119,1
29,20200120,1
29,20200121,1
29,20200122,1
29,20200123,1
29,20200124,1
29,20200125,1
29,20200126,1
29,20200127,1
29,20200128,1
29,20200129,1
29,20200130,1
29,20200131,1
29,20200201,1
29,20200202,1
29,20200203,1
29,20200204,1
29,20200205,1
29,20200206,1
29,20200207,1
29,20200208,1
29,20200209,1
29,20200210,1
29,20200211,1
29,20200212,1
29,20200213,1
29,20200214,1
29,20200215,1
29,20200216,1
29,20200217,1
29,20200218,1
29,20200219,1
29,20200220,1
29,20200221,1
29,20200222,1
29,20200223,1
29,20200224,1
29,20200225,1
29,20200226,1
29,20200227,1
29,20200228,1
29,20200229,1
29,20200301,1
29,20200302,1
29,20200303,1
29,20200304,1
29,20200305,1
29,20200306,1
29,20200307,1
